idx1,idx2,idx3,Common_growth_anaer,M1growth_anaer,M2growth_anaer,M3growth_anaer,M1growth_mono,M2growth_mono,M3growth_mono,alpha1,alpha2,alpha3,interaction_type12,interaction_type13,interaction_type23,int_subclass12_1,int_subclass12_2,int_subclass13_1,int_subclass13_3,int_subclass23_2,int_subclass23_3
1,2,20,0.921352970254894,0.566453684959206,0.00279146772750827,0.35210781756818,0.215420245702852,0.444713807368828,0.315050580762212,162.952854366607,-99.3723001891882,11.7623134406907,parasitism,mutualism,parasitism,parasitism_taker,parasitism_giver,,,parasitism_giver,parasitism_taker
1,3,4,0.770905016395625,0.05022894224218,0,0.720676074153445,0.215420245702852,0.394306174753815,0.549020949342608,-76.6832768766473,-100,31.2656784802793,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,3,5,0.931346939131649,-2.32915456965933e-13,0.772692682054339,0.158654257077542,0.215420245702852,0.394306174753815,0.34770934726804,-100.000000000108,95.9626126922234,-54.3715869808816,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,3,6,0.67287908644709,0.123848313054358,0.518610950799176,0.0304198225935561,0.215420245702852,0.394306174753815,0.205555081426788,-42.5085081254652,31.5249377271282,-85.2011332522614,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,3,7,1.01370302111789,0.175257493765324,0.340691723543793,0.497753803808777,0.215420245702852,0.394306174753815,0.84573414664807,-18.6439077750045,-13.597162469874,-41.1453580558922,competition,competition,competition,,,,,,
1,3,8,1.11839337003228,0.191047443892304,0.5505973029687,0.376748623171273,0.215420245702852,0.394306174753815,0.832166726381869,-11.3140720506685,39.6369973948458,-54.7267859639958,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,3,9,1.28869724129467,0.0652613008811093,0.292594031401804,0.93084190901176,0.215420245702852,0.394306174753815,0.952665342434461,-69.7051218801737,-25.7952195183133,-2.2907764616411,competition,amensalism,amensalism,,,amensal_affected,amensal_unaffected,amensal_affected,amensal_unaffected
1,3,10,1.27708474087954,0.0929981121901003,0.253470845224271,0.930615783465165,0.215420245702852,0.394306174753815,0.939573486542583,-56.8294466071769,-35.7172518582734,-0.953379720236683,competition,amensalism,amensalism,,,amensal_affected,amensal_unaffected,amensal_affected,amensal_unaffected
1,3,11,1.27398149403398,0.300190018255172,0.553175327523834,0.420616148254976,0.215420245702852,0.394306174753815,0.387329406963381,39.3508847210445,40.290810274328,8.59391016875253,mutualism,commensalism,commensalism,,,commensal_taker,commensal_unaffected,commensal_taker,commensal_unaffected
1,3,12,1.31061136848499,0.105848172027742,0.7603625649867,0.444400631470545,0.215420245702852,0.394306174753815,0.376390980452092,-50.8643341843794,92.8355713580781,18.0688843650731,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,3,13,1.08363421446001,0.220087840569556,0.282515553996966,0.581030819893491,0.215420245702852,0.394306174753815,0.813709797074609,2.1667391806537,-28.3512224546433,-28.5948354090892,amensalism,amensalism,competition,amensal_unaffected,amensal_affected,amensal_unaffected,amensal_affected,,
1,3,14,0.81444385836961,0.117463474886978,0.450932309805837,0.246048073676794,0.215420245702852,0.394306174753815,0.216240229208626,-45.4724069672608,14.3609556932191,13.7845971479295,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,3,15,0.836323993958318,0.144567627823418,0.558086022546699,0.133670343588202,0.215420245702852,0.394306174753815,0.413000849276959,-32.8904173552783,41.5362117763285,-67.6343659287339,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,3,16,0.770089928178811,0.0270904786276932,0.627421734787082,0.115577714764035,0.215420245702852,0.394306174753815,0.115216765273805,-87.4243581241377,59.1204436955149,0.313278618239402,parasitism,amensalism,commensalism,parasitism_giver,parasitism_taker,amensal_affected,amensal_unaffected,commensal_taker,commensal_unaffected
1,3,17,0.918077492329138,0.0346435673732568,0.58551876941694,0.297915155538941,0.215420245702852,0.394306174753815,0.417718551870375,-83.9181469410059,48.4934314768236,-28.680410720329,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,3,18,0.82386949243771,0.0318644748468717,0.548864217613187,0.243140799977652,0.215420245702852,0.394306174753815,0.172286618737597,-85.2082264863697,39.1974695693952,41.1257599453906,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,3,19,3.69430147839521,-2.2627217112532e-13,0,3.69430147839544,0.215420245702852,0.394306174753815,0.45763863899884,-100.000000000105,-100,707.252964145976,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,3,20,0.863410190047492,0.0670357310617288,0.522554266785888,0.273820192199875,0.215420245702852,0.394306174753815,0.315050580762212,-68.8814155591499,32.5250022047322,-13.0869108263781,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,4,5,1.18711465347782,0.0463367075526788,1.03009583540245,0.110682110522689,0.215420245702852,0.549020949342608,0.34770934726804,-78.4900869454048,87.6241401418063,-68.1682096290132,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,4,6,0.859480985000632,0.107085178828249,0.601608125206195,0.150787680966188,0.215420245702852,0.549020949342608,0.205555081426788,-50.2901045912086,9.57835505667943,-26.64366167961,amensalism,competition,amensalism,amensal_affected,amensal_unaffected,,,amensal_unaffected,amensal_affected
1,4,7,1.21533252872939,0.169147717651351,0.467449385083458,0.578735425994581,0.215420245702852,0.549020949342608,0.84573414664807,-21.4801203575492,-14.8576414719371,-31.5700532740336,competition,competition,competition,,,,,,
1,4,8,1.13439988116454,0.110594562204655,0.638226347468911,0.385578971490975,0.215420245702852,0.549020949342608,0.832166726381869,-48.6610175177277,16.2480863859779,-53.6656586634493,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,4,9,1.52325496612282,0.117975786857776,0.992375475767854,0.412903703497194,0.215420245702852,0.549020949342608,0.952665342434461,-45.2345871796514,80.7536628531414,-56.6580534522174,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,4,10,1.50778548029923,0.166256215499804,0.976905989943811,0.36462327485561,0.215420245702852,0.549020949342608,0.939573486542583,-22.8223814538138,77.9360133913921,-61.1926815647661,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,4,11,1.48618323381054,0.327106590944881,0.646139978831626,0.51293666403403,0.215420245702852,0.549020949342608,0.387329406963381,51.8457979089338,17.6894942907566,32.4290525874076,mutualism,mutualism,mutualism,,,,,,
1,4,12,1.31033600590809,0.10339012109984,0.757989538128658,0.448956346679592,0.215420245702852,0.549020949342608,0.376390980452092,-52.005383355446,38.0620428120761,19.2792521596401,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,4,13,1.30468887976182,0.26880981765127,0.333231284581311,0.702647777529238,0.215420245702852,0.549020949342608,0.813709797074609,24.7839156316176,-39.3044500432417,-13.6488487596749,parasitism,parasitism,competition,parasitism_taker,parasitism_giver,parasitism_taker,parasitism_giver,,
1,4,14,1.07339649949282,0.0963004921459062,0.625784081317882,0.351311926029032,0.215420245702852,0.549020949342608,0.216240229208626,-55.2964523683898,13.981822017391,62.4637225527962,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,4,15,0.855616594333711,0.0823769019807383,0.585128891570988,0.188110800781984,0.215420245702852,0.549020949342608,0.413000849276959,-61.7599071470896,6.57678769300432,-54.4526842713981,amensalism,competition,amensalism,amensal_affected,amensal_unaffected,,,amensal_unaffected,amensal_affected
1,4,16,0.955167829699775,0.0269247712871948,0.815770242428299,0.112472815984281,0.215420245702852,0.549020949342608,0.115216765273805,-87.5012809500113,48.586359665345,-2.38155383290208,parasitism,amensalism,commensalism,parasitism_giver,parasitism_taker,amensal_affected,amensal_unaffected,commensal_taker,commensal_unaffected
1,4,17,0.909963793621348,0.0392105341929262,0.530574479924591,0.340178779503831,0.215420245702852,0.549020949342608,0.417718551870375,-81.7981201975729,-3.35988443430157,-18.5626834190994,amensalism,competition,amensalism,amensal_affected,amensal_unaffected,,,amensal_unaffected,amensal_affected
1,4,18,1.05492523327376,0.0759327383648976,0.624006642126651,0.354985852782215,0.215420245702852,0.549020949342608,0.172286618737597,-64.7513453913527,13.6580749557608,106.043774834817,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,4,19,3.6943014783943,-1.49455894894393e-13,0,3.69430147839445,0.215420245702852,0.549020949342608,0.45763863899884,-100.000000000069,-100,707.252964145759,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,4,20,1.09605879467779,0.0691188971309519,0.654296906890359,0.372642990656476,0.215420245702852,0.549020949342608,0.315050580762212,-67.9143912841443,19.1752168426009,18.2803693790783,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,5,6,0.621701649978236,0.045586248638778,0.576115401339341,1.17207490362596e-13,0.215420245702852,0.34770934726804,0.205555081426788,-78.8384566687111,65.6887874501771,-99.999999999943,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,5,7,3.02596786036068,-2.32411136350432e-13,1.80196250468943,1.22400535567149,0.215420245702852,0.34770934726804,0.84573414664807,-100.000000000108,418.238154610306,44.7269642029515,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,5,8,1.31704961448634,0.0944442177189231,4.02367649735248e-14,1.22260539676738,0.215420245702852,0.34770934726804,0.832166726381869,-56.1581515187768,-99.9999999999884,46.9183227360072,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,5,9,2.44184958611872,-1.7043483332365e-13,0,2.44184958611889,0.215420245702852,0.34770934726804,0.952665342434461,-100.000000000079,-100,156.317667637508,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,5,10,1.23254854858473,-1.78029886886116e-13,0,1.23254854858491,0.215420245702852,0.34770934726804,0.939573486542583,-100.000000000083,-100,31.1817081089004,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,5,11,2.75475179723173,2.19564253086951e-25,2.5626158088761,0.192135988355631,0.215420245702852,0.34770934726804,0.387329406963381,-100,636.999401658491,-50.3946808836552,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,5,12,1.28985920354446,4.63494798241292e-14,0.933801179096875,0.35605802444754,0.215420245702852,0.34770934726804,0.376390980452092,-99.9999999999785,168.55797419131,-5.40208375347605,parasitism,amensalism,commensalism,parasitism_giver,parasitism_taker,amensal_affected,amensal_unaffected,commensal_taker,commensal_unaffected
1,5,13,1.14234473980164,0.296948200095677,1.17584783558587e-13,0.845396539705844,0.215420245702852,0.34770934726804,0.813709797074609,37.8460038084275,-99.9999999999662,3.89410853170907,parasitism,commensalism,amensalism,parasitism_taker,parasitism_giver,commensal_taker,commensal_unaffected,amensal_affected,amensal_unaffected
1,5,14,0.725724549171583,-1.3602068480976e-12,0.468669865178343,0.2570546839946,0.215420245702852,0.34770934726804,0.216240229208626,-100.000000000631,34.7878246186628,18.8745891249483,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,5,15,2.5626158088868,0.166355041742691,1.76779267015571,0.628468096988397,0.215420245702852,0.34770934726804,0.413000849276959,-22.7765054301539,408.41102893704,52.1711391365554,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,5,16,0.605019751527414,-2.53169543883812e-13,0.548817262856458,0.0562024886712087,0.215420245702852,0.34770934726804,0.115216765273805,-100.000000000118,57.8379376822991,-51.2202164870302,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,5,17,0.902306050617719,9.81328013248677e-26,0.550429806147113,0.351876244470605,0.215420245702852,0.34770934726804,0.417718551870375,-100,58.3016995291763,-15.7623613088178,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,5,18,0.730739685418436,3.87295024328387e-13,0.492073374881933,0.238666310536116,0.215420245702852,0.34770934726804,0.172286618737597,-99.9999999998202,41.5185926832753,38.528640404522,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,5,19,2.70280552880371,1.75063586261092,0.494531027193951,0.45763863899884,0.215420245702852,0.34770934726804,0.45763863899884,712.660786315195,42.2254049479808,-9.70392733492916e-14,mutualism,commensalism,commensalism,,,commensal_taker,commensal_unaffected,commensal_taker,commensal_unaffected
1,5,20,2.56261580886646,0.0972908958181939,2.46532491304827,2.09882313835964e-24,0.215420245702852,0.34770934726804,0.315050580762212,-54.8366981474918,609.018878099879,-100,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,6,7,3.83381997143316,-1.7043483332365e-13,-8.80430876186115e-28,3.83381997143333,0.215420245702852,0.205555081426788,0.84573414664807,-100.000000000079,-100,353.312661742233,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,6,8,0.905688379623026,0.41776445213346,7.88072813102726e-14,0.487923927489487,0.215420245702852,0.205555081426788,0.832166726381869,93.9299859075081,-99.9999999999617,-41.3670467682715,parasitism,parasitism,competition,parasitism_taker,parasitism_giver,parasitism_taker,parasitism_giver,,
1,6,9,2.56261580888086,0.277575896313447,1.58858826080948e-12,2.28503991256582,0.215420245702852,0.205555081426788,0.952665342434461,28.8532075561421,-99.9999999992272,139.857567057765,parasitism,mutualism,parasitism,parasitism_taker,parasitism_giver,,,parasitism_giver,parasitism_taker
1,6,10,2.56261580887511,0.0849450017204128,1.96762570616154,0.510045100993163,0.215420245702852,0.205555081426788,0.939573486542583,-60.5677723357604,857.225524420976,-45.715251835169,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,6,11,1.01954196310817,0.144750389675994,0.415816544184933,0.458975029247242,0.215420245702852,0.205555081426788,0.387329406963381,-32.8055776727407,102.289596199076,18.4973361164479,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,6,12,1.03288756167041,0.254860719562797,0.316289466577319,0.461737375530293,0.215420245702852,0.205555081426788,0.376390980452092,18.308619847342,53.8709062222674,22.6749309921534,mutualism,mutualism,mutualism,,,,,,
1,6,13,2.56261580887137,0.0166415473279907,-1.42415056400504e-11,2.54597426155762,0.215420245702852,0.205555081426788,0.813709797074609,-92.2748452571418,-100.000000006928,212.884798820258,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,6,14,0.547155374066218,0.181254616094066,0.123601274012999,0.242299483959153,0.215420245702852,0.205555081426788,0.216240229208626,-15.859990084643,-39.8695117848393,12.0510669295424,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,6,15,2.26241820465264,-5.65981435372439e-14,0.530879490355442,1.73153871429726,0.215420245702852,0.205555081426788,0.413000849276959,-100.000000000026,158.266293720656,319.257906449506,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,6,16,0.442686134683558,0.321541700256742,0.0430059435967028,0.0781384908301135,0.215420245702852,0.205555081426788,0.115216765273805,49.2625260024412,-79.0781413438227,-32.1813187131035,parasitism,parasitism,competition,parasitism_taker,parasitism_giver,parasitism_taker,parasitism_giver,,
1,6,17,0.708944683972987,0.474020473267341,0.0244118118461538,0.210512398859492,0.215420245702852,0.205555081426788,0.417718551870375,120.044532825016,-88.1239560332404,-49.6042495797942,parasitism,parasitism,competition,parasitism_taker,parasitism_giver,parasitism_taker,parasitism_giver,,
1,6,18,0.502389552388636,0.268609030174339,0.0280578473062276,0.20572267490807,0.215420245702852,0.205555081426788,0.172286618737597,24.6907082934327,-86.3502049613788,19.4072275696569,parasitism,mutualism,parasitism,parasitism_taker,parasitism_giver,,,parasitism_giver,parasitism_taker
1,6,19,2.70280552880178,0.29359532432814,1.9515715654748,0.45763863899884,0.215420245702852,0.205555081426788,0.45763863899884,36.2895689633192,849.41538391007,-9.70392733492916e-14,mutualism,commensalism,commensalism,,,commensal_taker,commensal_unaffected,commensal_taker,commensal_unaffected
1,6,20,0.710593275382991,0.371149805822698,3.94036406551363e-14,0.339443469560254,0.215420245702852,0.205555081426788,0.315050580762212,72.2910512016859,-99.9999999999808,7.74253097360663,parasitism,commensalism,amensalism,parasitism_taker,parasitism_giver,commensal_taker,commensal_unaffected,amensal_affected,amensal_unaffected
1,7,8,4.26930628262586,-1.56411996588975e-13,3.03001848027565,1.23928780235037,0.215420245702852,0.84573414664807,0.832166726381869,-100.000000000073,258.270798487283,48.9230178354522,parasitism,parasitism,mutualism,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker,,
1,7,9,4.0302769187062,0,4.0302769187064,-2.02233697754952e-13,0.215420245702852,0.84573414664807,0.952665342434461,-100,376.541822826919,-100.000000000021,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,7,10,3.99063176694178,-1.7043483332365e-13,3.99063176694219,-2.40589552179575e-13,0.215420245702852,0.84573414664807,0.939573486542583,-100.000000000079,371.854161589479,-100.000000000026,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,7,11,4.41449084526063,-1.59374803289492e-13,4.41449084526079,0,0.215420245702852,0.84573414664807,0.387329406963381,-100.000000000074,421.971456722767,-100,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,7,12,4.55376336419421,-2.72233512862875e-13,4.55376336419448,0,0.215420245702852,0.84573414664807,0.376390980452092,-100.000000000126,438.439104326411,-100,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,7,13,3.77525641382589,-1.58271316369267e-13,3.77525641382629,-2.40589552179575e-13,0.215420245702852,0.84573414664807,0.813709797074609,-100.000000000073,346.388079373276,-100.00000000003,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,7,14,3.11952513569676,-2.32411136350432e-13,3.08790259294371,0.031622542753275,0.215420245702852,0.84573414664807,0.216240229208626,-100.000000000108,265.115042969722,-85.3761980973642,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,7,15,4.10911838362471,0,4.10911838362471,0,0.215420245702852,0.84573414664807,0.413000849276959,-100,385.864074415173,-100,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,7,16,0.953746390070223,0.136999178676117,0.811315784174176,0.00543142721992997,0.215420245702852,0.84573414664807,0.115216765273805,-36.4037589739397,-4.06964323366931,-95.2859054782327,amensalism,competition,amensalism,amensal_affected,amensal_unaffected,,,amensal_unaffected,amensal_affected
1,7,17,1.44547483305115,0.420074117103257,0.651891842607997,0.373508873339896,0.215420245702852,0.84573414664807,0.417718551870375,95.0021529929468,-22.9200044491919,-10.5836042791315,parasitism,parasitism,competition,parasitism_taker,parasitism_giver,parasitism_taker,parasitism_giver,,
1,7,18,3.54037936627703,-1.7043483332365e-13,3.5403793662772,0,0.215420245702852,0.84573414664807,0.172286618737597,-100.000000000079,318.616107710552,-100,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,7,19,3.86534448284811,0,3.86534448285147,-3.36205491257033e-12,0.215420245702852,0.84573414664807,0.45763863899884,-100,357.040134677207,-100.000000000735,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,7,20,3.87915401635631,-1.41454594544948e-14,3.87915401635632,0,0.215420245702852,0.84573414664807,0.315050580762212,-100.000000000007,358.672980360402,-100,parasitism,competition,parasitism,parasitism_giver,parasitism_taker,,,parasitism_taker,parasitism_giver
1,8,9,2.56261580887164,0,2.18817939951173e-26,2.56261580887164,0.215420245702852,0.832166726381869,0.952665342434461,-100,-100,168.994335652337,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,8,10,2.56261580889422,1.66667973451776,-1.00031058263394e-25,0.895936074376468,0.215420245702852,0.832166726381869,0.939573486542583,673.687602611297,-100,-4.64438522277704,parasitism,commensalism,amensalism,parasitism_taker,parasitism_giver,commensal_taker,commensal_unaffected,amensal_affected,amensal_unaffected
1,8,11,1.48144887775452,0.032067575890091,0.782213320291292,0.667167981573137,0.215420245702852,0.832166726381869,0.387329406963381,-85.1139451700725,-6.00281223785126,72.2482129109841,amensalism,parasitism,commensalism,amensal_affected,amensal_unaffected,parasitism_giver,parasitism_taker,commensal_unaffected,commensal_taker
1,8,12,1.55626084087862,0.0526758049340309,0.842282330058623,0.66130270588597,0.215420245702852,0.832166726381869,0.376390980452092,-75.5474213845753,1.21557415792566,75.6956835394048,amensalism,parasitism,commensalism,amensal_affected,amensal_unaffected,parasitism_giver,parasitism_taker,commensal_unaffected,commensal_taker
1,8,13,2.56261580889237,0.0185776525173474,3.12597057073105e-27,2.54403815637502,0.215420245702852,0.832166726381869,0.813709797074609,-91.3760879546237,-100,212.646863233202,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,8,14,1.16373059511696,0.0479313457612384,0.619227967270581,0.496571282085141,0.215420245702852,0.832166726381869,0.216240229208626,-77.7498416618862,-25.5884731221005,129.638714268128,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,8,15,2.56261580889048,0.13154596179393,2.63753766905432e-26,2.43106984709655,0.215420245702852,0.832166726381869,0.413000849276959,-38.9351909033736,-100,488.635556404454,competition,parasitism,parasitism,,,parasitism_giver,parasitism_taker,parasitism_giver,parasitism_taker
1,8,16,0.990007673681987,0.499336224610661,0.442796093936527,0.0478753551347994,0.215420245702852,0.832166726381869,0.115216765273805,131.796330461641,-46.7899785104681,-58.4475792034026,parasitism,parasitism,competition,parasitism_taker,parasitism_giver,parasitism_taker,parasitism_giver,,
